"SEX,discrete(2)","EDUCATION,discrete(7)","MARRIAGE,discrete(4)","AGE,continuous","PAY_0,discrete(11)","PAY_2,discrete(11)","PAY_3,discrete(11)","PAY_4,discrete(11)","PAY_5,discrete(11)","PAY_6,discrete(11)","BILL_AMT1,continuous","BILL_AMT2,continuous","PAY_AMT1,continuous","PAY_AMT2,continuous","PAY_AMT4,continuous","Default,class(0,1)"
2.0,1.0,1.0,32.0,2.0,1.0,2.0,2.0,2.0,2.0,170342.0,96720.0,26943.0,5000.0,93000.0,1.0
2.0,2.0,2.0,32.0,1.0,1.0,1.0,1.0,2.0,2.0,175189.0,75386.0,5637.0,972.0,5749.0,0.0
2.0,1.0,2.0,33.0,4.0,2.0,2.0,2.0,2.0,4.0,408842.0,308376.0,7991.0,9000.0,16000.0,1.0
2.0,1.0,2.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,175941.0,70040.0,263.0,8050.0,835.0,0.0
2.0,2.0,1.0,33.0,2.0,2.0,2.0,2.0,2.0,2.0,240553.0,136390.0,3113.0,2627.0,1870.0,0.0
2.0,2.0,2.0,30.0,2.0,2.0,2.0,2.0,2.0,2.0,188978.0,84222.0,1541.0,1500.0,10355.0,0.0
2.0,1.0,2.0,30.0,2.0,2.0,2.0,2.0,2.0,2.0,226527.0,132437.0,2868.0,1681.0,1000.0,0.0
2.0,2.0,1.0,30.0,2.0,2.0,2.0,2.0,2.0,1.0,272376.0,178450.0,4000.0,4000.0,5400.0,0.0
2.0,3.0,2.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,167542.0,69859.0,82.0,82.0,82.0,0.0
2.0,1.0,2.0,27.0,1.0,2.0,2.0,2.0,2.0,2.0,285208.0,106742.0,3250.0,6200.0,1543.0,0.0
2.0,1.0,2.0,27.0,2.0,2.0,0.0,0.0,0.0,0.0,190215.0,69777.0,0.0,0.0,0.0,0.0
2.0,5.0,1.0,28.0,2.0,2.0,2.0,2.0,2.0,2.0,402792.0,298420.0,8006.0,7550.0,4645.0,0.0
2.0,2.0,2.0,28.0,4.0,4.0,4.0,4.0,4.0,4.0,303144.0,207104.0,3500.0,13000.0,5300.0,1.0
2.0,1.0,2.0,28.0,3.0,0.0,0.0,0.0,0.0,0.0,160686.0,64883.0,0.0,0.0,0.0,0.0
2.0,2.0,1.0,28.0,2.0,2.0,2.0,2.0,2.0,2.0,251137.0,142898.0,3200.0,2500.0,2500.0,0.0
2.0,1.0,2.0,26.0,2.0,2.0,2.0,2.0,2.0,2.0,302316.0,195428.0,4486.0,4235.0,2647.0,0.0
2.0,2.0,2.0,27.0,2.0,2.0,2.0,2.0,2.0,2.0,340630.0,233831.0,10000.0,10000.0,3000.0,0.0
2.0,2.0,2.0,29.0,2.0,2.0,2.0,2.0,2.0,2.0,201950.0,105773.0,4002.0,5390.0,5000.0,0.0
2.0,2.0,1.0,30.0,2.0,2.0,2.0,2.0,2.0,2.0,186572.0,109902.0,20000.0,5000.0,5000.0,0.0
2.0,3.0,1.0,28.0,2.0,2.0,2.0,2.0,2.0,2.0,311905.0,210679.0,5125.0,10104.0,4000.0,0.0
2.0,1.0,1.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,165580.0,69777.0,0.0,0.0,0.0,1.0
2.0,2.0,2.0,37.0,1.0,1.0,1.0,1.0,2.0,2.0,172573.0,73942.0,6495.0,5794.0,7580.0,0.0
2.0,2.0,2.0,35.0,2.0,2.0,2.0,2.0,2.0,2.0,181432.0,86638.0,1579.0,1602.0,677.0,1.0
2.0,2.0,1.0,35.0,2.0,2.0,2.0,2.0,2.0,2.0,199845.0,103952.0,2000.0,2000.0,2000.0,0.0
2.0,2.0,2.0,37.0,3.0,4.0,2.0,2.0,2.0,2.0,191885.0,95360.0,0.0,1481.0,967.0,0.0
2.0,2.0,1.0,37.0,3.0,4.0,4.0,4.0,4.0,4.0,214915.0,118018.0,0.0,4763.0,0.0,1.0
2.0,3.0,2.0,37.0,4.0,4.0,4.0,4.0,2.0,2.0,178023.0,83724.0,2000.0,902.0,500.0,0.0
2.0,2.0,2.0,39.0,4.0,4.0,4.0,2.0,2.0,4.0,274459.0,180892.0,5500.0,0.0,8000.0,0.0
2.0,3.0,2.0,36.0,2.0,2.0,2.0,2.0,2.0,2.0,214411.0,116540.0,2002.0,4228.0,900.0,0.0
2.0,2.0,1.0,36.0,2.0,2.0,2.0,2.0,2.0,2.0,216469.0,115658.0,10000.0,9000.0,30000.0,0.0
2.0,2.0,1.0,40.0,2.0,2.0,2.0,2.0,2.0,2.0,207406.0,112597.0,1520.0,1856.0,1468.0,0.0
2.0,2.0,2.0,23.0,2.0,2.0,2.0,2.0,4.0,2.0,174116.0,78394.0,1117.0,1302.0,0.0,0.0
2.0,2.0,1.0,34.0,3.0,4.0,4.0,4.0,2.0,2.0,183550.0,87166.0,0.0,3700.0,1000.0,0.0
2.0,1.0,1.0,33.0,2.0,2.0,2.0,2.0,2.0,2.0,231064.0,136575.0,3000.0,3000.0,3000.0,0.0
2.0,2.0,2.0,33.0,2.0,2.0,2.0,2.0,2.0,2.0,249342.0,154454.0,3200.0,4521.0,2710.0,1.0
2.0,1.0,2.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,165580.0,69777.0,0.0,1040.0,0.0,0.0
2.0,3.0,2.0,37.0,1.0,1.0,1.0,1.0,1.0,1.0,166226.0,69777.0,0.0,740.0,1980.0,0.0
2.0,2.0,1.0,33.0,1.0,1.0,1.0,1.0,1.0,1.0,166064.0,69777.0,0.0,242.0,0.0,0.0
2.0,2.0,1.0,34.0,2.0,1.0,1.0,1.0,1.0,0.0,179534.0,75366.0,5589.0,4312.0,0.0,0.0
2.0,2.0,2.0,35.0,2.0,2.0,2.0,2.0,2.0,2.0,232439.0,137981.0,3054.0,3529.0,2600.0,0.0
2.0,1.0,2.0,35.0,1.0,4.0,4.0,4.0,4.0,4.0,180929.0,82611.0,0.0,15600.0,758.0,0.0
2.0,2.0,1.0,35.0,2.0,2.0,2.0,4.0,4.0,4.0,202583.0,107859.0,2000.0,4000.0,1500.0,0.0
2.0,1.0,2.0,39.0,1.0,1.0,1.0,1.0,1.0,2.0,170192.0,72683.0,2906.0,23820.0,35890.0,0.0
2.0,3.0,1.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,165580.0,69777.0,0.0,0.0,0.0,0.0
2.0,3.0,1.0,36.0,4.0,2.0,2.0,4.0,2.0,2.0,264878.0,171749.0,5220.0,16608.0,4233.0,1.0
2.0,3.0,2.0,45.0,2.0,2.0,2.0,2.0,2.0,2.0,191930.0,93685.0,1413.0,1500.0,532.0,0.0
2.0,1.0,2.0,38.0,2.0,2.0,2.0,4.0,2.0,2.0,420480.0,329751.0,9300.0,14200.0,10000.0,0.0
2.0,2.0,1.0,38.0,2.0,2.0,2.0,2.0,2.0,2.0,468203.0,379919.0,12000.0,12000.0,10000.0,0.0
2.0,2.0,2.0,37.0,1.0,1.0,1.0,1.0,1.0,1.0,178273.0,82991.0,13214.0,13466.0,13985.0,0.0
2.0,3.0,2.0,38.0,4.0,4.0,4.0,4.0,4.0,1.0,176983.0,77928.0,0.0,2500.0,0.0,0.0
2.0,2.0,1.0,38.0,2.0,2.0,2.0,2.0,2.0,2.0,247325.0,153148.0,2984.0,3100.0,3172.0,0.0
2.0,2.0,1.0,36.0,1.0,1.0,1.0,0.0,0.0,0.0,166832.0,69800.0,23.0,3.0,2000.0,0.0
2.0,2.0,2.0,36.0,2.0,2.0,2.0,2.0,2.0,2.0,422736.0,327353.0,10037.0,10109.0,10014.0,0.0
2.0,3.0,1.0,46.0,1.0,1.0,4.0,2.0,2.0,1.0,165840.0,128034.0,60064.0,42.0,9.0,1.0
2.0,2.0,1.0,36.0,2.0,2.0,4.0,2.0,2.0,2.0,251735.0,162183.0,8600.0,0.0,5000.0,0.0
2.0,1.0,2.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,165580.0,69777.0,0.0,0.0,0.0,1.0
2.0,3.0,2.0,38.0,1.0,1.0,1.0,1.0,2.0,2.0,172071.0,68500.0,4041.0,16830.0,12098.0,0.0
2.0,1.0,1.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,166720.0,69777.0,0.0,4100.0,0.0,0.0
2.0,2.0,1.0,42.0,2.0,2.0,2.0,2.0,2.0,2.0,213447.0,110714.0,2083.0,1840.0,977.0,0.0
2.0,2.0,2.0,44.0,1.0,1.0,1.0,1.0,2.0,2.0,165970.0,70167.0,390.0,390.0,400.0,0.0
2.0,2.0,1.0,41.0,1.0,1.0,1.0,1.0,2.0,2.0,170171.0,69777.0,0.0,28466.0,0.0,0.0
2.0,2.0,2.0,38.0,2.0,2.0,2.0,2.0,2.0,2.0,183396.0,87872.0,3000.0,2000.0,2000.0,0.0
2.0,2.0,3.0,36.0,2.0,2.0,2.0,2.0,2.0,2.0,257132.0,158528.0,55000.0,5023.0,11000.0,0.0
2.0,2.0,3.0,44.0,2.0,2.0,2.0,2.0,2.0,2.0,208521.0,113779.0,1800.0,2122.0,1000.0,0.0
2.0,1.0,1.0,44.0,2.0,2.0,2.0,4.0,2.0,2.0,288680.0,195451.0,6102.0,23200.0,5295.0,0.0
2.0,3.0,1.0,31.0,2.0,2.0,2.0,2.0,2.0,2.0,367719.0,272208.0,7000.0,7000.0,7000.0,0.0
2.0,2.0,1.0,31.0,2.0,2.0,2.0,2.0,2.0,2.0,312924.0,186260.0,4153.0,4031.0,3026.0,0.0
2.0,2.0,1.0,31.0,1.0,1.0,2.0,2.0,2.0,2.0,172474.0,84023.0,14305.0,43000.0,16045.0,0.0
2.0,3.0,1.0,49.0,2.0,2.0,2.0,2.0,2.0,2.0,212550.0,106037.0,3005.0,2000.0,2000.0,0.0
2.0,1.0,1.0,41.0,2.0,2.0,2.0,2.0,2.0,2.0,191880.0,97085.0,1450.0,1560.0,1000.0,0.0
2.0,2.0,1.0,36.0,4.0,4.0,4.0,4.0,4.0,4.0,181150.0,84808.0,0.0,2500.0,0.0,0.0
2.0,2.0,1.0,42.0,2.0,2.0,2.0,2.0,0.0,0.0,217842.0,106295.0,1985.0,1000.0,16000.0,0.0
2.0,6.0,2.0,40.0,2.0,2.0,2.0,2.0,2.0,0.0,323128.0,234082.0,160812.0,3173.0,0.0,1.0
2.0,2.0,2.0,38.0,3.0,6.0,5.0,4.0,2.0,2.0,187349.0,90916.0,0.0,0.0,448.0,0.0
2.0,2.0,1.0,40.0,2.0,2.0,2.0,2.0,2.0,2.0,270704.0,179176.0,6020.0,3900.0,1500.0,0.0
2.0,2.0,1.0,41.0,4.0,4.0,4.0,4.0,4.0,2.0,182608.0,90320.0,3828.0,2000.0,0.0,1.0
2.0,3.0,2.0,44.0,2.0,2.0,2.0,2.0,2.0,2.0,372346.0,266708.0,20077.0,20972.0,100055.0,0.0
2.0,2.0,1.0,36.0,4.0,4.0,4.0,4.0,2.0,2.0,172709.0,78627.0,3147.0,1172.0,500.0,1.0
2.0,2.0,1.0,48.0,1.0,1.0,1.0,1.0,2.0,1.0,169418.0,71707.0,1930.0,6384.0,0.0,0.0
2.0,2.0,1.0,44.0,2.0,2.0,2.0,2.0,2.0,2.0,194047.0,99569.0,1814.0,1459.0,871.0,1.0
2.0,3.0,1.0,48.0,3.0,4.0,2.0,2.0,2.0,2.0,175098.0,78994.0,0.0,1500.0,1000.0,1.0
2.0,3.0,1.0,49.0,2.0,2.0,2.0,2.0,2.0,2.0,183123.0,87665.0,2100.0,1700.0,2000.0,1.0
2.0,3.0,1.0,45.0,1.0,1.0,1.0,1.0,1.0,1.0,166932.0,70158.0,381.0,2290.0,1320.0,0.0
2.0,2.0,1.0,39.0,5.0,4.0,4.0,4.0,4.0,2.0,283448.0,184260.0,0.0,6216.0,0.0,1.0
2.0,3.0,1.0,42.0,2.0,2.0,2.0,2.0,2.0,2.0,200252.0,105047.0,1562.0,1832.0,1000.0,0.0
2.0,3.0,2.0,44.0,3.0,4.0,4.0,0.0,0.0,0.0,168793.0,72777.0,0.0,0.0,0.0,0.0
2.0,2.0,1.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,173734.0,71142.0,1365.0,717.0,2325.0,0.0
2.0,2.0,1.0,36.0,3.0,0.0,1.0,2.0,2.0,2.0,165580.0,69777.0,0.0,19928.0,1100.0,0.0
2.0,5.0,2.0,36.0,3.0,0.0,0.0,0.0,1.0,1.0,165580.0,69777.0,0.0,0.0,1966.0,0.0
2.0,3.0,2.0,44.0,4.0,2.0,2.0,4.0,4.0,4.0,188848.0,94154.0,1500.0,3500.0,2300.0,1.0
2.0,2.0,1.0,31.0,1.0,4.0,1.0,4.0,4.0,1.0,168060.0,69927.0,0.0,206.0,0.0,0.0
2.0,1.0,2.0,34.0,1.0,1.0,1.0,2.0,1.0,1.0,185390.0,73255.0,3495.0,8037.0,4462.0,0.0
2.0,4.0,1.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,172740.0,75030.0,5279.0,0.0,0.0,0.0
2.0,1.0,1.0,38.0,1.0,1.0,1.0,1.0,1.0,1.0,167806.0,76036.0,6259.0,1393.0,5189.0,0.0
2.0,3.0,1.0,39.0,1.0,2.0,2.0,2.0,2.0,2.0,177399.0,84077.0,3000.0,5000.0,5000.0,0.0
2.0,3.0,1.0,46.0,1.0,1.0,1.0,1.0,1.0,1.0,180197.0,71038.0,1261.0,8187.0,1261.0,0.0
2.0,2.0,1.0,43.0,2.0,2.0,2.0,2.0,2.0,2.0,177091.0,82298.0,1205.0,1535.0,531.0,0.0
2.0,3.0,1.0,41.0,2.0,2.0,2.0,2.0,2.0,2.0,209598.0,143929.0,35176.0,45000.0,14000.0,0.0
2.0,2.0,2.0,35.0,2.0,2.0,2.0,1.0,1.0,1.0,172092.0,74089.0,2000.0,0.0,1396.0,0.0
2.0,3.0,1.0,45.0,1.0,2.0,2.0,2.0,1.0,1.0,167229.0,72078.0,1071.0,1000.0,1740.0,0.0
2.0,1.0,2.0,30.0,1.0,1.0,1.0,1.0,2.0,2.0,166095.0,69977.0,200.0,208.0,0.0,0.0
2.0,2.0,1.0,34.0,3.0,0.0,0.0,0.0,0.0,0.0,165580.0,69777.0,0.0,0.0,0.0,0.0
2.0,2.0,1.0,35.0,2.0,2.0,2.0,2.0,2.0,2.0,172958.0,77320.0,1121.0,1168.0,218.0,1.0
2.0,3.0,1.0,39.0,2.0,2.0,2.0,2.0,2.0,2.0,215155.0,117985.0,2067.0,3000.0,2000.0,0.0
2.0,3.0,1.0,40.0,2.0,2.0,2.0,2.0,2.0,2.0,270635.0,175663.0,4058.0,4913.0,3000.0,0.0
2.0,3.0,1.0,49.0,4.0,4.0,4.0,2.0,2.0,2.0,181707.0,89812.0,4500.0,0.0,1000.0,1.0
2.0,3.0,3.0,46.0,0.0,1.0,2.0,2.0,2.0,2.0,164086.0,72367.0,7084.0,1000.0,664.0,0.0
2.0,3.0,1.0,32.0,2.0,2.0,2.0,2.0,2.0,2.0,198811.0,104321.0,1868.0,2300.0,600.0,1.0
2.0,2.0,1.0,46.0,2.0,2.0,2.0,2.0,2.0,2.0,343005.0,250418.0,7700.0,8610.0,3727.0,0.0
2.0,2.0,2.0,38.0,1.0,1.0,0.0,0.0,0.0,0.0,166822.0,69777.0,0.0,0.0,0.0,0.0
2.0,2.0,1.0,37.0,2.0,2.0,2.0,1.0,2.0,2.0,201612.0,111709.0,7022.0,1846.0,6000.0,0.0
2.0,2.0,1.0,33.0,1.0,1.0,1.0,1.0,1.0,1.0,169070.0,69777.0,0.0,1112.0,1980.0,0.0
2.0,1.0,2.0,33.0,2.0,2.0,2.0,2.0,2.0,2.0,204226.0,109777.0,2000.0,2000.0,1800.0,0.0
2.0,2.0,2.0,44.0,2.0,2.0,4.0,5.0,4.0,2.0,181674.0,88738.0,3155.0,2500.0,0.0,1.0
2.0,2.0,2.0,32.0,2.0,2.0,2.0,2.0,2.0,2.0,416910.0,326765.0,10000.0,9014.0,7503.0,1.0
2.0,2.0,2.0,33.0,1.0,1.0,1.0,1.0,1.0,2.0,170768.0,82134.0,13000.0,29022.0,27769.0,1.0
2.0,1.0,1.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,168309.0,69777.0,0.0,0.0,0.0,1.0
2.0,2.0,1.0,37.0,4.0,4.0,4.0,4.0,4.0,4.0,207681.0,113371.0,2500.0,2100.0,1800.0,1.0
2.0,2.0,2.0,40.0,1.0,1.0,1.0,1.0,1.0,1.0,197710.0,73387.0,3613.0,3818.0,20988.0,0.0
2.0,2.0,1.0,41.0,2.0,2.0,2.0,2.0,2.0,2.0,176508.0,82507.0,2000.0,2002.0,2000.0,0.0
2.0,3.0,1.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,166220.0,93476.0,23699.0,22670.0,0.0,0.0
2.0,2.0,1.0,40.0,2.0,2.0,2.0,2.0,2.0,2.0,196748.0,102426.0,2000.0,2000.0,2000.0,0.0
2.0,2.0,1.0,40.0,2.0,2.0,2.0,4.0,2.0,2.0,303510.0,207472.0,6574.0,12121.0,5100.0,0.0
2.0,2.0,1.0,34.0,2.0,2.0,2.0,2.0,2.0,2.0,373589.0,282048.0,8200.0,8000.0,7000.0,0.0
2.0,2.0,1.0,46.0,2.0,2.0,1.0,2.0,1.0,2.0,170867.0,75527.0,3000.0,3000.0,2367.0,0.0
2.0,2.0,2.0,32.0,2.0,2.0,2.0,2.0,2.0,2.0,267136.0,168511.0,3481.0,6006.0,2994.0,0.0
2.0,2.0,1.0,37.0,2.0,2.0,2.0,2.0,2.0,2.0,220813.0,124675.0,1940.0,2019.0,1351.0,0.0
2.0,2.0,1.0,43.0,2.0,2.0,2.0,2.0,2.0,2.0,236680.0,141843.0,10000.0,9000.0,9000.0,0.0
2.0,3.0,2.0,43.0,1.0,1.0,1.0,2.0,2.0,0.0,167173.0,71705.0,2006.0,5805.0,4217.0,0.0
2.0,3.0,3.0,40.0,1.0,1.0,1.0,1.0,1.0,1.0,195476.0,80935.0,11158.0,18245.0,28112.0,0.0
2.0,1.0,1.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,174821.0,80563.0,10786.0,12390.0,8016.0,0.0
2.0,3.0,1.0,40.0,3.0,1.0,4.0,4.0,4.0,0.0,165049.0,72438.0,3383.0,2000.0,0.0,1.0
2.0,2.0,2.0,35.0,2.0,2.0,1.0,1.0,2.0,1.0,214506.0,92357.0,1006.0,350.0,0.0,0.0
2.0,2.0,1.0,34.0,4.0,4.0,4.0,4.0,4.0,4.0,179132.0,86290.0,3188.0,1600.0,801.0,0.0
2.0,1.0,2.0,37.0,1.0,4.0,1.0,1.0,1.0,1.0,168140.0,72120.0,0.0,4689.0,1725.0,1.0
2.0,1.0,2.0,38.0,2.0,2.0,2.0,2.0,2.0,2.0,205048.0,103760.0,2151.0,1910.0,1269.0,0.0
2.0,2.0,1.0,33.0,1.0,1.0,1.0,1.0,1.0,1.0,175091.0,71245.0,1468.0,3766.0,8120.0,0.0
2.0,4.0,1.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,165574.0,71075.0,1304.0,830.0,0.0,0.0
2.0,3.0,2.0,47.0,1.0,2.0,2.0,1.0,1.0,1.0,172881.0,74319.0,2327.0,1083.0,350.0,0.0
2.0,3.0,2.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,165580.0,71269.0,1492.0,0.0,0.0,0.0
2.0,1.0,1.0,40.0,3.0,4.0,4.0,4.0,2.0,2.0,232215.0,126506.0,0.0,20012.0,33.0,0.0
2.0,5.0,2.0,46.0,2.0,2.0,2.0,2.0,2.0,2.0,270183.0,177627.0,5000.0,6000.0,3649.0,0.0
2.0,3.0,1.0,49.0,2.0,2.0,2.0,2.0,2.0,2.0,194386.0,83183.0,1600.0,1600.0,1000.0,0.0
2.0,2.0,1.0,45.0,2.0,2.0,2.0,2.0,1.0,1.0,449679.0,355844.0,11000.0,10005.0,5036.0,0.0
2.0,1.0,1.0,36.0,2.0,2.0,2.0,2.0,2.0,2.0,170491.0,76465.0,2000.0,2000.0,500.0,0.0
2.0,1.0,1.0,40.0,1.0,1.0,1.0,1.0,1.0,2.0,166356.0,70553.0,776.0,776.0,1552.0,1.0
2.0,2.0,1.0,37.0,2.0,2.0,2.0,2.0,2.0,2.0,185549.0,89345.0,1400.0,2000.0,1000.0,0.0
2.0,2.0,1.0,48.0,4.0,4.0,4.0,4.0,4.0,4.0,271080.0,177538.0,5500.0,5400.0,0.0,1.0
2.0,2.0,1.0,41.0,2.0,2.0,2.0,2.0,2.0,2.0,212986.0,118109.0,2200.0,2100.0,1000.0,1.0
2.0,1.0,1.0,31.0,1.0,1.0,1.0,4.0,1.0,1.0,183221.0,72526.0,2765.0,28773.0,856.0,0.0
2.0,2.0,2.0,33.0,2.0,2.0,2.0,2.0,2.0,2.0,227643.0,126203.0,22400.0,2000.0,900.0,0.0
2.0,2.0,1.0,46.0,2.0,2.0,2.0,4.0,4.0,4.0,181750.0,88033.0,3000.0,2934.0,8000.0,0.0
2.0,2.0,1.0,45.0,2.0,2.0,2.0,2.0,2.0,2.0,256063.0,161670.0,3315.0,3664.0,2572.0,0.0
2.0,2.0,2.0,40.0,4.0,2.0,2.0,4.0,2.0,2.0,174119.0,79336.0,1165.0,3000.0,500.0,1.0
2.0,2.0,2.0,47.0,3.0,0.0,0.0,0.0,0.0,1.0,165580.0,69777.0,0.0,0.0,0.0,1.0
2.0,1.0,1.0,48.0,1.0,1.0,1.0,1.0,1.0,1.0,166237.0,69777.0,0.0,2080.0,0.0,1.0
2.0,1.0,2.0,31.0,3.0,1.0,1.0,1.0,1.0,1.0,165580.0,76149.0,6372.0,2182.0,970.0,0.0
2.0,1.0,2.0,32.0,2.0,2.0,2.0,2.0,2.0,1.0,182912.0,84356.0,4579.0,5000.0,4110.0,0.0
2.0,2.0,1.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,165580.0,69777.0,0.0,3240.0,0.0,1.0
2.0,1.0,2.0,34.0,1.0,1.0,1.0,2.0,2.0,1.0,191812.0,78732.0,8967.0,33661.0,3000.0,0.0
2.0,1.0,1.0,35.0,1.0,1.0,1.0,4.0,1.0,1.0,169124.0,69741.0,0.0,1000.0,2000.0,0.0
2.0,3.0,1.0,35.0,5.0,4.0,4.0,4.0,2.0,2.0,200020.0,102600.0,0.0,3511.0,1045.0,0.0
2.0,1.0,1.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,169335.0,69777.0,0.0,0.0,0.0,1.0
2.0,3.0,1.0,35.0,2.0,2.0,2.0,2.0,2.0,2.0,220566.0,124888.0,1966.0,2055.0,1458.0,0.0
2.0,1.0,1.0,38.0,3.0,0.0,0.0,0.0,0.0,0.0,165580.0,69777.0,0.0,0.0,0.0,0.0
2.0,2.0,1.0,32.0,2.0,2.0,4.0,2.0,2.0,4.0,181127.0,87963.0,2900.0,0.0,1700.0,1.0
2.0,4.0,1.0,32.0,2.0,2.0,2.0,2.0,2.0,2.0,301635.0,205872.0,6400.0,6400.0,5000.0,0.0
2.0,2.0,1.0,34.0,0.0,1.0,1.0,1.0,1.0,1.0,168836.0,71178.0,1401.0,1635.0,2667.0,0.0
2.0,2.0,1.0,43.0,2.0,2.0,2.0,2.0,0.0,0.0,243954.0,150249.0,4000.0,4000.0,0.0,0.0
2.0,2.0,1.0,42.0,1.0,1.0,1.0,1.0,1.0,1.0,166947.0,71863.0,2086.0,2987.0,2720.0,0.0
2.0,3.0,1.0,30.0,2.0,2.0,2.0,2.0,2.0,2.0,191516.0,95785.0,1500.0,1800.0,20000.0,0.0
2.0,1.0,2.0,36.0,3.0,0.0,0.0,0.0,0.0,1.0,165580.0,69777.0,0.0,0.0,0.0,1.0
2.0,2.0,2.0,47.0,1.0,1.0,1.0,1.0,1.0,1.0,169744.0,70478.0,701.0,411.0,416.0,0.0
2.0,2.0,2.0,30.0,2.0,2.0,1.0,2.0,2.0,2.0,179260.0,76506.0,2019.0,120377.0,3100.0,0.0
2.0,1.0,2.0,30.0,2.0,2.0,2.0,2.0,2.0,2.0,411681.0,331207.0,38172.0,9000.0,6650.0,0.0
2.0,1.0,2.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,169009.0,103312.0,33702.0,2453.0,66145.0,0.0
1.0,1.0,2.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,192340.0,70524.0,750.0,2676.0,0.0,0.0
1.0,2.0,2.0,30.0,4.0,4.0,4.0,4.0,4.0,4.0,235023.0,140673.0,3200.0,3200.0,6000.0,0.0
1.0,1.0,2.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,165580.0,69777.0,0.0,0.0,1233.0,1.0
1.0,2.0,1.0,32.0,3.0,4.0,2.0,2.0,2.0,2.0,300205.0,168476.0,341.0,8024.0,8000.0,0.0
1.0,1.0,2.0,31.0,2.0,2.0,2.0,2.0,2.0,2.0,255483.0,136013.0,3073.0,3010.0,1200.0,0.0
2.0,1.0,1.0,34.0,2.0,1.0,1.0,1.0,1.0,1.0,167250.0,71256.0,1479.0,1479.0,1479.0,1.0
2.0,1.0,1.0,44.0,2.0,2.0,2.0,2.0,2.0,2.0,488429.0,401253.0,14000.0,15000.0,4000.0,0.0
2.0,2.0,1.0,48.0,1.0,1.0,1.0,1.0,0.0,0.0,170078.0,69775.0,0.0,762.0,0.0,0.0
2.0,2.0,1.0,43.0,2.0,2.0,2.0,2.0,2.0,2.0,180598.0,87142.0,3000.0,2500.0,3000.0,0.0
2.0,1.0,2.0,37.0,2.0,2.0,2.0,2.0,2.0,2.0,599417.0,495946.0,15500.0,17000.0,10008.0,0.0
2.0,2.0,1.0,33.0,2.0,2.0,2.0,2.0,2.0,2.0,206932.0,113534.0,3100.0,3269.0,1736.0,0.0
2.0,2.0,2.0,34.0,1.0,1.0,0.0,0.0,0.0,0.0,168015.0,69777.0,0.0,0.0,0.0,0.0
2.0,1.0,1.0,48.0,1.0,1.0,1.0,1.0,1.0,1.0,166487.0,89607.0,19891.0,11639.0,0.0,0.0
2.0,3.0,2.0,31.0,2.0,2.0,2.0,2.0,2.0,2.0,353444.0,261533.0,8500.0,7500.0,5000.0,0.0
2.0,2.0,1.0,32.0,2.0,2.0,2.0,2.0,2.0,2.0,221203.0,129690.0,5855.0,3000.0,1457.0,0.0
2.0,4.0,2.0,31.0,0.0,0.0,0.0,0.0,1.0,4.0,175426.0,75122.0,5345.0,0.0,1493.0,0.0
2.0,1.0,2.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,166240.0,100964.0,31187.0,1280.0,0.0,0.0
2.0,2.0,1.0,49.0,0.0,0.0,1.0,1.0,1.0,1.0,187219.0,78232.0,8455.0,18145.0,5587.0,0.0
2.0,1.0,2.0,35.0,2.0,2.0,2.0,2.0,2.0,2.0,279046.0,186634.0,12197.0,15263.0,0.0,0.0
2.0,3.0,1.0,39.0,3.0,0.0,0.0,1.0,5.0,4.0,165580.0,69777.0,0.0,0.0,0.0,0.0
2.0,2.0,2.0,31.0,2.0,2.0,2.0,2.0,2.0,4.0,225006.0,129420.0,2800.0,3200.0,2331.0,0.0
2.0,1.0,1.0,34.0,2.0,2.0,2.0,2.0,2.0,2.0,441945.0,269317.0,9263.0,9041.0,10088.0,0.0
2.0,3.0,3.0,48.0,2.0,2.0,2.0,2.0,2.0,2.0,201900.0,98883.0,2030.0,2000.0,30000.0,0.0
2.0,1.0,1.0,46.0,2.0,2.0,2.0,2.0,2.0,2.0,347863.0,236937.0,15000.0,11080.0,10000.0,0.0
2.0,3.0,1.0,33.0,1.0,2.0,1.0,1.0,1.0,1.0,227517.0,135120.0,5343.0,1359.0,0.0,0.0
2.0,2.0,0.0,41.0,2.0,2.0,2.0,2.0,0.0,1.0,174134.0,71152.0,1000.0,1000.0,0.0,1.0
